ViewID,UserID,ContentID,WatchDuration,Timestamp
110,264882,4679,66,8/9/2024 15:28
111,323486,1234,28,3/22/2024 3:44
112,656083,3435,25,2/23/2024 7:10
113,159501,4116,95,7/22/2024 8:58
114,143493,3284,37,1/23/2024 8:42
115,950961,1911,21,1/14/2024 3:18
116,963747,1446,57,4/7/2024 8:46
117,370246,2730,26,8/17/2024 18:28
118,77038,2843,69,6/1/2024 12:28
119,503248,1788,97,8/21/2024 10:31
120,539500,2201,42,11/25/2024 2:00
121,986895,1853,5,11/16/2024 7:44
122,400597,1824,54,6/28/2024 17:08
123,351031,4092,16,11/29/2024 13:30
124,672732,3654,119,7/13/2024 10:18
125,519568,4184,63,8/6/2024 23:25
126,589923,1408,37,6/2/2024 12:05
127,293197,2477,58,6/24/2024 14:11
128,123859,2561,81,8/4/2024 1:58
129,88911,1850,7,10/10/2024 16:17
130,977277,1609,26,7/2/2024 6:43
131,489509,1473,57,5/15/2024 22:41
132,751352,1264,16,10/22/2024 9:43
133,393102,1150,16,4/2/2024 11:10
134,861282,1036,93,2/23/2024 10:04
135,982852,2996,78,3/24/2024 3:28
136,976940,659,62,4/15/2024 10:21
137,773721,1179,49,8/12/2024 12:03
138,678739,3092,119,9/20/2024 3:21
139,558371,4606,114,1/31/2024 14:41
140,937894,1790,96,1/27/2024 4:31
141,857482,1163,17,2/7/2024 9:44
142,229093,4118,110,4/4/2024 14:10
143,677071,344,120,6/13/2024 1:38
144,714759,3806,91,3/25/2024 1:04
145,215736,3455,89,2/16/2024 18:31
146,265908,3101,83,11/30/2024 14:10
147,617807,824,10,2/22/2024 4:51
148,785270,4584,30,8/8/2024 22:51
149,508522,953,85,3/3/2024 16:42
150,655472,1250,66,11/28/2024 13:46
151,730971,548,20,11/27/2024 9:21
152,304852,4251,107,1/3/2024 22:54
153,764579,3065,63,6/30/2024 15:35
154,473233,1892,90,6/29/2024 13:29
155,242725,1498,109,11/28/2024 14:30
156,368062,2012,71,4/4/2024 10:14
157,615417,1568,71,2/7/2024 14:50
158,690259,1660,114,1/3/2024 7:02
159,41208,2171,93,11/20/2024 22:00
160,325892,1881,34,5/30/2024 0:51
161,745445,4827,39,5/10/2024 12:02
162,626512,2003,61,5/31/2024 8:08
163,559606,1721,60,8/26/2024 6:21
164,475241,987,56,2/9/2024 16:13
165,87940,3697,120,6/13/2024 16:53
166,89852,830,60,2/17/2024 23:09
167,354577,1371,32,7/12/2024 8:16
168,594743,2428,120,3/2/2024 3:58
169,586245,4772,98,5/26/2024 1:58
170,102366,3784,98,1/29/2024 9:44
171,697165,4274,75,6/25/2024 16:15
172,35977,1489,4,4/14/2024 0:45
173,388230,1873,59,5/26/2024 16:33
174,632471,2710,57,4/1/2024 0:42
175,521322,3252,80,4/19/2024 23:09
176,389927,1496,101,10/15/2024 4:10
177,241663,991,87,7/20/2024 12:16
178,478738,4260,12,2/15/2024 0:57
179,288784,4796,47,9/23/2024 11:50
180,731157,4147,25,11/4/2024 9:26
181,760802,4870,104,6/19/2024 11:25
182,703039,3261,20,6/12/2024 8:57
183,83113,4706,100,5/13/2024 3:55
184,6628,3356,57,1/18/2024 16:12
185,174409,684,95,8/20/2024 18:43
186,70733,581,23,9/20/2024 4:26
187,109015,2638,4,10/23/2024 11:39
188,125050,374,114,8/20/2024 21:58
189,134875,4774,75,3/30/2024 12:54
190,277322,73,13,9/14/2024 17:51
191,696136,3599,104,2/7/2024 5:27
192,766177,3524,72,1/11/2024 6:15
193,391511,111,75,8/3/2024 20:18
194,546616,1359,74,9/4/2024 14:12
195,260284,1126,107,1/18/2024 12:26
196,28322,2432,32,11/27/2024 8:25
197,798806,1884,18,10/29/2024 7:15
198,355220,4814,82,9/24/2024 22:34
199,422005,1812,110,2/9/2024 8:55
200,921471,2536,78,7/26/2024 17:45
201,910823,2194,29,2/19/2024 21:04
202,919446,4052,24,1/30/2024 8:44
203,138710,530,77,11/27/2024 6:20
204,608723,2016,52,3/11/2024 20:56
205,94513,4850,75,4/10/2024 8:32
206,955582,422,53,10/26/2024 19:40
207,431095,788,94,8/21/2024 16:48
208,220748,2582,34,11/14/2024 0:06
209,707089,2413,73,2/3/2024 1:11
210,78379,2745,62,8/8/2024 22:12
211,37839,144,83,1/25/2024 0:19
212,266670,3932,80,4/19/2024 18:53
213,62712,1204,40,1/19/2024 16:32
214,382299,4778,78,5/30/2024 1:32
215,812506,2601,116,6/1/2024 22:31
216,674653,3821,100,7/9/2024 22:56
217,775528,1698,104,1/11/2024 3:10
218,688406,250,81,3/5/2024 11:09
219,34361,2244,98,7/28/2024 17:55
220,506650,1397,92,8/15/2024 4:52
221,242490,2191,15,5/3/2024 10:48
222,982658,661,12,8/28/2024 20:19
223,195812,4309,67,9/24/2024 14:44
224,466688,3495,82,9/13/2024 12:15
225,294836,2862,117,1/11/2024 23:06
226,662665,774,104,11/7/2024 5:54
227,564877,330,44,7/16/2024 0:30
228,725228,1806,112,2/22/2024 5:30
229,408268,2858,35,8/21/2024 19:59
230,580713,2967,65,11/16/2024 4:52
231,217339,3882,55,10/16/2024 0:15
232,204887,2170,46,7/2/2024 3:03
233,96944,4820,59,6/5/2024 14:28
234,314353,2918,37,6/26/2024 14:21
235,569108,516,22,10/4/2024 18:54
236,775922,2000,20,7/10/2024 1:51
237,170719,2003,103,8/31/2024 4:18
238,330176,4274,83,7/14/2024 10:38
239,910658,3682,58,2/26/2024 15:41
240,817878,4498,43,3/29/2024 16:21
241,555758,3638,39,3/6/2024 22:38
242,849028,4043,4,1/2/2024 17:49
243,210458,1261,79,3/5/2024 5:39
244,94341,3242,85,3/26/2024 1:50
245,914430,3285,84,9/5/2024 13:49
246,550697,2978,59,5/27/2024 4:29
247,108186,743,71,1/6/2024 10:26
248,252775,3291,30,4/5/2024 3:03
249,444267,2795,69,8/24/2024 6:23
250,967599,1453,21,8/30/2024 12:10
251,192288,4488,40,4/27/2024 13:19
252,362290,3158,95,4/26/2024 3:47
253,428052,3565,24,5/24/2024 14:00
254,760226,4704,84,2/7/2024 5:00
255,193736,4881,91,6/9/2024 11:36
256,483269,1288,76,4/27/2024 5:07
257,976529,46,83,6/28/2024 13:38
258,253548,2971,15,2/29/2024 5:45
259,625321,3120,101,11/11/2024 6:48
260,743462,4508,78,10/16/2024 19:23
261,916977,2107,99,6/12/2024 16:58
262,372553,2898,1,11/20/2024 8:05
263,359847,1274,87,8/16/2024 12:31
264,491829,3986,64,10/12/2024 19:54
265,37340,2036,27,7/14/2024 7:07
266,813506,802,53,1/13/2024 12:00
267,516674,1342,74,9/4/2024 22:07
268,730250,3040,111,10/4/2024 4:17
269,439504,1088,41,5/28/2024 20:03
270,599038,1655,62,1/12/2024 17:26
271,164447,4591,68,10/10/2024 0:42
272,868713,81,75,8/19/2024 10:03
273,34492,2687,24,4/23/2024 20:54
274,664152,4455,107,3/24/2024 20:04
275,818927,4760,62,3/16/2024 11:20
276,18879,964,54,11/9/2024 9:09
277,390781,324,82,2/10/2024 18:21
278,291277,1054,24,5/29/2024 16:06
279,290248,3704,36,3/19/2024 10:37
280,566905,3087,72,3/22/2024 21:01
281,799357,2186,108,1/29/2024 11:31
282,965804,3838,12,4/22/2024 11:35
283,807863,381,107,5/17/2024 8:26
284,455233,429,117,2/20/2024 0:24
285,619179,540,116,11/28/2024 7:52
286,616354,2397,63,7/17/2024 3:09
287,244742,4672,10,10/7/2024 1:09
288,622714,1676,101,11/14/2024 9:56
289,388971,1712,73,1/14/2024 23:21
290,756587,2686,51,1/13/2024 9:32
291,532364,4793,118,8/29/2024 20:10
292,154124,1655,17,6/9/2024 20:46
293,844391,1896,62,8/20/2024 15:30
294,210287,2483,82,7/7/2024 5:57
295,192585,822,104,8/7/2024 19:09
296,745068,4090,78,11/12/2024 20:36
297,210297,3063,78,3/23/2024 4:34
298,182266,1174,56,7/30/2024 3:38
299,214081,1956,29,5/8/2024 8:45
300,315893,4562,18,8/14/2024 18:34
301,643342,3781,53,4/19/2024 1:42
302,656450,2225,14,3/17/2024 9:53
303,524816,749,59,6/28/2024 16:06
304,590642,1638,83,4/30/2024 17:28
305,77217,2621,114,9/28/2024 12:34
306,106324,4384,31,6/23/2024 8:13
307,661568,180,15,8/18/2024 16:32
308,987512,3758,82,8/4/2024 0:24
309,841062,2090,42,4/10/2024 22:21
310,459232,3308,4,3/27/2024 16:41
311,706941,1960,53,1/6/2024 21:41
312,378710,1183,51,7/11/2024 23:23
313,405579,3678,21,6/16/2024 5:31
314,651469,2508,35,1/19/2024 13:21
315,505126,2180,101,8/24/2024 9:37
316,371946,3634,59,4/19/2024 15:15
317,360611,4480,99,2/28/2024 19:50
318,633699,741,26,3/18/2024 15:06
319,632445,3547,30,11/5/2024 0:30
320,750866,2380,97,6/25/2024 14:02
321,614192,4573,51,9/3/2024 22:33
322,196823,4023,21,11/2/2024 12:54
323,352398,3342,106,10/28/2024 17:37
324,96383,910,110,6/14/2024 0:06
325,163733,1616,98,10/12/2024 18:57
326,77939,3547,71,8/17/2024 0:16
327,807214,1882,104,4/5/2024 16:15
328,273854,3415,107,11/6/2024 9:17
329,144694,3558,95,10/17/2024 0:44
330,712252,1760,65,5/20/2024 19:02
331,309742,3611,29,9/25/2024 21:10
332,403071,2389,48,4/3/2024 19:01
333,589681,4173,80,5/2/2024 3:31
334,988326,314,110,6/15/2024 11:53
335,164273,4042,113,7/4/2024 9:02
336,550152,2307,3,9/12/2024 11:53
337,781740,1702,58,6/8/2024 6:18
338,597774,2073,66,4/27/2024 18:46
339,503334,3324,17,9/2/2024 11:52
340,658242,1335,87,1/2/2024 0:34
341,268268,3028,105,1/21/2024 22:14
342,178636,2790,52,2/8/2024 21:20
343,509131,3540,13,8/20/2024 22:26
344,222797,4038,79,2/7/2024 22:24
345,369571,755,69,5/21/2024 8:10
346,983334,2790,13,2/1/2024 6:52
347,362345,540,37,6/29/2024 17:27
348,419400,806,16,2/8/2024 16:18
349,400577,1234,34,7/16/2024 15:54
350,275741,2393,79,7/22/2024 21:20
351,82724,4094,88,3/5/2024 20:45
352,423633,656,83,2/6/2024 11:01
353,27686,2652,17,5/11/2024 23:15
354,647047,51,71,7/4/2024 10:15
355,977574,1012,12,9/18/2024 15:48
356,640940,4534,30,2/6/2024 13:49
357,312789,3512,29,5/18/2024 21:01
358,535747,4039,94,11/16/2024 16:06
359,69765,2905,112,9/11/2024 23:28
360,175856,4755,32,1/12/2024 11:15
361,812120,2423,61,12/2/2024 9:30
362,36534,1040,116,10/22/2024 8:43
363,761982,3642,57,7/1/2024 15:00
364,662281,458,15,1/5/2024 5:21
365,30101,2611,34,3/15/2024 7:36
366,338193,4881,13,7/29/2024 10:29
367,224001,585,111,1/19/2024 15:37
368,44757,2305,116,7/24/2024 17:58
369,575603,2788,38,6/20/2024 14:23
370,137675,3808,7,2/29/2024 10:05
371,352187,3746,51,4/30/2024 17:27
372,238039,3767,87,5/4/2024 16:19
373,163468,4836,102,3/11/2024 0:15
374,975716,4530,63,11/5/2024 18:14
375,497667,4710,26,11/28/2024 15:58
376,773133,1493,116,11/21/2024 0:27
377,153918,981,1,9/24/2024 5:48
378,309057,3348,120,4/28/2024 10:09
379,882479,1888,113,11/2/2024 22:29
380,893840,1294,36,6/4/2024 9:44
381,571084,3924,21,8/24/2024 12:17
382,687734,4708,39,4/28/2024 2:18
383,612117,2203,80,11/25/2024 22:53
384,215183,2971,78,8/17/2024 20:30
385,752247,1229,37,4/23/2024 23:39
386,723224,1406,35,9/22/2024 15:50
387,41312,3813,78,1/30/2024 4:27
388,535312,1734,95,6/15/2024 17:12
389,80822,3569,49,11/10/2024 18:37
390,832032,2712,106,4/20/2024 6:01
391,851877,3019,24,1/19/2024 9:56
392,427729,4581,112,6/28/2024 3:04
393,536299,3796,86,9/20/2024 1:12
394,463993,4982,115,4/18/2024 18:57
395,175889,549,43,10/11/2024 2:29
396,486834,4510,38,3/31/2024 23:24
397,603698,1828,63,10/1/2024 13:53
398,964706,2814,42,10/6/2024 20:36
399,198699,2642,34,6/8/2024 14:37
400,48640,4468,6,2/9/2024 8:51
401,541925,1019,24,2/20/2024 19:45
402,940798,634,42,4/29/2024 8:52
403,854636,282,86,11/4/2024 19:41
404,847747,2013,2,6/28/2024 4:33
405,347931,1087,57,4/24/2024 0:43
406,585165,1059,18,5/31/2024 2:17
407,118985,3342,78,5/6/2024 11:55
408,332121,847,76,1/8/2024 3:27
409,251730,1855,87,3/28/2024 15:31
410,45712,4662,41,7/21/2024 2:55
411,122107,1128,56,3/14/2024 19:51
412,398584,1254,17,5/2/2024 13:00
413,225351,1058,43,2/12/2024 5:41
414,768171,4694,1,7/7/2024 13:13
415,75797,4958,73,2/5/2024 15:20
416,691624,2324,94,6/30/2024 11:57
417,518042,4594,98,10/30/2024 23:05
418,202192,2321,34,9/27/2024 9:42
419,672945,373,11,10/10/2024 14:44
420,472747,1945,108,3/31/2024 11:19
421,283151,2585,70,10/27/2024 18:01
422,469944,3797,63,5/8/2024 18:28
423,883459,4747,50,1/30/2024 0:50
424,82302,4702,6,1/3/2024 14:43
425,214570,4376,40,4/10/2024 6:36
426,226037,321,22,10/21/2024 7:25
427,905653,4189,82,2/1/2024 18:29
428,361231,2143,34,10/19/2024 21:41
429,619019,441,1,10/8/2024 21:00
430,81712,4103,20,5/31/2024 9:19
431,7762,706,108,6/9/2024 8:22
432,204742,4705,96,7/19/2024 15:15
433,912898,2163,26,8/1/2024 18:13
434,587089,2714,105,5/22/2024 11:48
435,484508,2663,120,7/10/2024 0:42
436,634400,3546,72,1/4/2024 23:23
437,227084,4886,45,6/12/2024 20:54
438,956739,503,44,1/10/2024 18:20
439,353669,565,12,9/6/2024 11:50
440,726243,2057,75,5/20/2024 21:26
441,438375,3280,78,1/21/2024 21:12
442,3731,1427,44,5/13/2024 5:37
443,750069,4256,117,1/28/2024 5:59
444,644011,3582,115,7/19/2024 21:20
445,798105,1768,91,11/1/2024 0:51
446,905134,3548,26,1/4/2024 0:07
447,362675,1670,3,3/14/2024 8:26
448,789473,3708,73,1/28/2024 3:18
449,780183,1849,65,11/6/2024 6:20
450,669344,4829,103,5/10/2024 7:48
451,785115,1374,107,6/13/2024 2:37
452,394935,3372,48,9/7/2024 13:29
453,603849,2700,20,5/25/2024 6:30
454,355356,108,50,9/5/2024 18:20
455,757802,3232,12,9/28/2024 1:33
456,380321,1473,104,8/2/2024 22:20
457,16045,191,60,7/27/2024 6:38
458,303974,1927,50,5/12/2024 16:07
459,362627,1930,87,11/23/2024 14:57
460,160931,3944,22,7/10/2024 19:55
461,146751,3804,40,1/31/2024 4:07
462,557741,1641,116,12/3/2024 14:15
463,310741,4676,118,9/5/2024 5:42
464,512135,3716,113,11/15/2024 18:13
465,923530,322,101,7/15/2024 13:43
466,120790,500,98,10/8/2024 17:33
467,711750,3148,105,2/17/2024 8:30
468,449649,515,114,4/27/2024 22:52
469,984234,309,19,9/19/2024 8:47
470,149670,2098,2,8/24/2024 23:10
471,355746,252,10,9/5/2024 6:45
472,393945,730,13,4/7/2024 18:26
473,761956,4978,72,11/21/2024 21:04
474,82082,3939,62,10/26/2024 19:32
475,270134,2700,75,10/14/2024 7:15
476,173784,3400,84,10/11/2024 13:14
477,793415,4956,64,2/28/2024 19:31
478,132661,58,18,11/9/2024 6:57
479,716135,3661,30,10/5/2024 14:53
480,273180,461,87,11/27/2024 15:20
481,15903,4610,14,3/15/2024 7:55
482,153329,1461,60,7/31/2024 22:50
483,627070,4433,60,7/5/2024 8:44
484,153105,1652,103,4/6/2024 14:13
485,257576,4346,58,5/4/2024 4:28
486,181413,3621,93,5/28/2024 15:56
487,563847,21,33,4/6/2024 0:34
488,892364,3470,58,6/9/2024 12:54
489,215895,3269,56,2/17/2024 16:02
490,36612,562,20,8/10/2024 18:58
491,522657,2133,44,3/28/2024 21:58
492,944712,3891,71,9/30/2024 7:28
493,788976,1903,108,11/16/2024 8:41
494,267519,4614,22,11/8/2024 3:12
495,245694,1164,64,9/3/2024 17:41
496,364770,3560,117,5/11/2024 10:19
497,466464,4859,30,3/25/2024 3:28
498,268727,1398,104,11/9/2024 14:15
499,160364,2349,21,4/6/2024 16:37
