RatingID,UserID,ContentID,Rating,Timestamp
245,745228,3262,5,8/21/2024 6:04
246,887075,3848,3,8/24/2024 12:00
247,294981,4643,1,3/14/2024 7:57
248,188575,4676,1,4/8/2024 10:48
249,389419,3137,1,6/15/2024 11:32
250,760998,2283,3,3/13/2024 4:04
251,106419,2680,1,8/26/2024 4:42
252,327973,1618,5,9/10/2024 18:45
253,207095,4751,4,11/20/2024 12:49
254,353027,2542,3,9/29/2024 11:13
255,838964,4328,1,10/23/2024 3:38
256,643546,1170,2,6/21/2024 8:01
257,529594,4615,5,9/29/2024 22:48
258,7311,543,2,1/15/2024 5:33
259,968024,4430,5,11/15/2024 8:54
260,180991,393,2,1/9/2024 15:33
261,139945,3937,2,2/3/2024 23:37
262,528627,1953,1,1/16/2024 20:14
263,789722,667,4,3/2/2024 22:46
264,429602,4859,5,7/9/2024 1:39
265,771959,3114,3,8/4/2024 1:50
266,975436,480,4,8/10/2024 12:26
267,979070,4505,3,8/26/2024 0:52
268,94377,3103,3,6/1/2024 7:25
269,115189,665,1,9/28/2024 21:53
270,644854,1305,1,5/15/2024 2:04
271,763149,2723,3,3/15/2024 18:45
272,778550,3413,3,9/27/2024 12:59
273,98935,33,3,11/29/2024 16:06
274,199739,698,3,10/1/2024 1:41
275,591768,1756,1,1/29/2024 19:05
276,340175,1240,3,8/25/2024 22:53
277,386176,653,2,5/6/2024 11:08
278,97908,709,2,4/1/2024 18:35
279,631301,256,2,4/8/2024 15:39
280,362322,3863,5,6/23/2024 4:28
281,250450,1015,2,4/30/2024 18:58
282,158796,1228,3,6/2/2024 15:20
283,175666,1502,4,5/5/2024 3:59
284,1201,3636,4,11/16/2024 12:00
285,113453,1432,4,8/11/2024 6:16
286,81334,1568,4,3/10/2024 4:33
287,201715,2350,1,1/2/2024 9:10
288,514875,1273,4,10/2/2024 22:04
289,890786,1820,3,10/17/2024 16:06
290,426487,4150,1,4/19/2024 18:42
291,293888,353,2,11/8/2024 0:20
292,934513,4481,5,10/13/2024 18:12
293,609028,389,2,6/22/2024 5:57
294,327933,2507,5,6/2/2024 8:43
295,162110,4894,5,1/2/2024 16:49
296,737568,3950,3,8/1/2024 2:33
297,544732,4019,2,6/7/2024 8:07
298,892593,4404,5,2/15/2024 3:23
299,788522,243,4,1/9/2024 13:48
300,654376,4799,1,2/14/2024 19:05
301,646423,1011,2,8/8/2024 20:08
302,994666,2099,2,11/27/2024 0:33
303,158802,3883,2,9/22/2024 22:49
304,329176,1469,3,8/3/2024 5:00
305,687558,1053,3,2/3/2024 5:19
306,169220,3930,4,2/4/2024 2:24
307,221098,1386,3,1/3/2024 3:14
308,968161,2865,2,7/27/2024 2:23
309,524972,3330,3,1/6/2024 20:17
310,567296,3096,5,4/7/2024 7:09
311,273889,550,3,10/4/2024 10:10
312,722983,631,1,1/25/2024 0:51
313,604371,3564,4,10/2/2024 15:16
314,399966,2837,5,7/30/2024 6:44
315,809068,2295,1,11/11/2024 17:11
316,862854,2308,2,9/19/2024 12:39
317,200346,643,5,11/3/2024 20:17
318,815682,2896,1,4/5/2024 21:25
319,111778,618,2,8/19/2024 3:14
320,615252,448,5,7/14/2024 2:06
321,95941,3525,4,4/18/2024 14:48
322,291531,456,2,11/8/2024 6:29
323,97854,1775,1,8/2/2024 8:45
324,434070,4457,4,8/1/2024 10:45
325,882125,1631,3,3/24/2024 13:19
326,213574,3727,2,7/31/2024 7:41
327,861440,693,3,10/10/2024 8:20
328,114124,1063,5,5/21/2024 14:52
329,261397,1672,4,4/27/2024 19:28
330,541171,2762,1,4/16/2024 15:07
331,603024,3021,5,11/19/2024 8:19
332,435076,3784,4,9/25/2024 5:58
333,358564,194,5,2/29/2024 12:27
334,167202,4336,4,5/27/2024 13:26
335,283109,3564,3,3/26/2024 18:40
336,656487,4778,5,4/24/2024 7:18
337,292578,375,3,4/25/2024 6:50
338,372188,3277,1,2/6/2024 6:40
339,104390,4629,1,4/13/2024 3:55
340,161447,2125,5,9/17/2024 8:45
341,225777,4064,1,6/21/2024 17:49
342,450255,3908,3,6/16/2024 4:05
343,771197,4538,5,7/30/2024 5:02
344,893301,2257,5,6/29/2024 21:17
345,65732,3000,5,2/6/2024 0:30
346,539995,4216,5,3/16/2024 20:43
347,86399,3853,5,1/8/2024 23:45
348,654846,4924,2,9/25/2024 23:09
349,961866,3830,3,3/10/2024 8:55
350,735150,3267,1,10/3/2024 13:04
351,224791,2559,1,1/6/2024 15:02
352,546756,1891,1,7/3/2024 7:30
353,849089,1514,1,5/4/2024 0:36
354,958804,287,5,7/11/2024 11:21
355,971400,971,1,11/23/2024 14:46
356,690522,4955,5,5/7/2024 20:25
357,426390,1099,4,1/31/2024 11:44
358,78797,870,2,7/19/2024 1:54
359,19453,2977,4,8/19/2024 22:56
360,536291,699,5,8/29/2024 20:36
361,350146,2931,4,11/6/2024 8:35
362,797466,644,2,7/15/2024 3:37
363,2425,1458,4,6/16/2024 1:37
364,908874,4441,2,11/10/2024 12:04
365,306101,293,1,5/8/2024 22:03
366,819693,3831,4,8/6/2024 8:00
367,383848,2323,4,1/14/2024 18:49
368,517463,4372,2,3/25/2024 14:46
369,81125,1652,2,2/7/2024 14:30
370,507746,3986,1,5/25/2024 9:59
371,805343,4828,5,3/3/2024 23:40
372,719755,4543,1,11/17/2024 13:51
373,935067,4158,1,11/10/2024 22:55
374,706149,3294,5,4/6/2024 5:50
375,495785,1810,4,5/18/2024 5:02
376,574288,3012,3,2/20/2024 9:52
377,893998,4521,1,9/4/2024 21:16
378,577017,348,2,2/2/2024 10:26
379,288897,1113,2,11/23/2024 10:30
380,136374,680,1,4/21/2024 11:46
381,955931,133,4,9/3/2024 9:36
382,419813,3238,2,8/18/2024 19:29
383,53154,3421,1,6/2/2024 5:36
384,111139,4247,1,8/15/2024 14:34
385,978399,3150,5,4/5/2024 18:30
386,546786,463,2,2/22/2024 0:53
387,520148,4111,3,7/16/2024 11:56
388,45234,2395,4,11/25/2024 6:34
389,14977,645,4,2/4/2024 16:38
390,276339,685,3,1/25/2024 3:17
391,988989,2170,5,8/27/2024 10:44
392,497721,4686,1,1/27/2024 12:31
393,474011,973,3,5/8/2024 16:21
394,572499,2655,1,8/31/2024 16:23
395,193729,2476,3,8/16/2024 5:14
396,348922,3496,3,11/14/2024 10:09
397,939714,4420,4,9/19/2024 15:52
398,68103,3564,5,2/24/2024 8:30
399,347145,3465,1,11/17/2024 1:29
400,958845,4078,3,8/31/2024 18:49
401,269799,335,5,1/14/2024 2:25
402,462813,1170,1,1/15/2024 2:25
403,287179,1309,1,1/27/2024 9:11
404,50272,4236,3,6/26/2024 19:25
405,217440,1941,3,4/25/2024 20:49
406,200550,3241,5,8/31/2024 17:02
407,297546,3531,5,9/13/2024 19:42
408,52767,472,4,9/8/2024 21:34
409,610714,3747,4,8/17/2024 21:33
410,425546,4639,1,2/29/2024 20:03
411,224865,1616,2,8/4/2024 20:33
412,924951,1226,3,9/2/2024 21:40
413,142560,1912,4,9/24/2024 2:45
414,402481,1106,2,3/19/2024 6:25
415,759705,3667,2,5/10/2024 16:56
416,59264,1813,2,6/24/2024 9:27
417,562407,2554,2,9/15/2024 11:25
418,749231,4387,2,11/5/2024 9:31
419,726166,3556,5,8/23/2024 17:58
420,319945,4728,4,11/8/2024 3:38
421,154076,2159,4,6/20/2024 0:35
422,476646,1204,4,3/28/2024 18:30
423,158010,2282,3,2/15/2024 18:44
424,923569,2118,2,6/21/2024 10:32
425,531384,1265,1,1/25/2024 11:10
426,480076,311,3,9/30/2024 7:08
427,708919,4242,5,10/24/2024 12:47
428,933553,2892,5,5/19/2024 17:58
429,63457,683,1,1/16/2024 8:25
430,215634,3890,4,11/19/2024 10:13
431,954821,3295,5,7/24/2024 14:47
432,729450,2441,4,1/20/2024 5:27
433,181462,2398,3,5/28/2024 4:35
434,831171,483,1,11/2/2024 0:42
435,465829,1552,2,11/4/2024 19:51
436,902521,3140,4,10/27/2024 6:58
437,111977,641,3,4/9/2024 1:09
438,597595,3747,1,3/19/2024 23:20
439,144719,2651,1,3/9/2024 15:34
440,388960,890,3,1/31/2024 7:01
441,826831,4162,2,4/24/2024 15:17
442,114252,1804,1,6/20/2024 10:20
443,198297,49,3,11/25/2024 23:26
444,582644,2461,5,6/6/2024 1:00
445,212315,2049,2,3/21/2024 3:23
446,581694,2137,1,3/12/2024 19:11
447,487930,607,3,3/27/2024 4:22
448,225527,3526,3,7/25/2024 10:19
449,119745,3232,4,5/9/2024 7:58
450,997807,2986,4,9/4/2024 19:24
451,968536,1366,5,3/1/2024 10:53
452,345554,3715,1,5/23/2024 14:13
453,126512,2544,2,3/17/2024 6:10
454,513683,1901,2,6/14/2024 19:44
455,579506,4003,1,7/31/2024 12:28
456,429780,911,2,3/14/2024 19:15
457,610641,3529,3,4/16/2024 10:27
458,990205,951,1,4/29/2024 11:26
459,620302,3736,2,10/12/2024 17:00
460,114648,2940,1,2/20/2024 17:28
461,677168,848,2,4/30/2024 5:24
462,294700,556,4,6/10/2024 11:40
463,245139,3248,1,9/7/2024 8:01
464,337851,2381,3,3/25/2024 3:36
465,9861,465,2,1/13/2024 4:06
466,726254,1407,1,7/6/2024 12:07
467,49019,444,1,3/1/2024 1:49
468,294179,2597,4,4/14/2024 18:05
469,5298,3855,2,10/28/2024 9:48
470,102816,483,4,10/12/2024 12:48
471,119808,2581,5,3/6/2024 21:28
472,976796,1204,5,5/24/2024 8:04
473,307674,908,4,1/8/2024 21:35
474,75490,4015,1,2/29/2024 2:37
475,412641,2218,3,1/2/2024 10:29
476,728813,2399,2,5/28/2024 2:00
477,737448,2752,4,11/3/2024 23:05
478,830654,3491,5,5/28/2024 14:50
479,679365,2236,1,8/17/2024 6:55
480,523164,768,1,10/18/2024 5:58
481,457104,350,5,5/18/2024 19:36
482,321063,4721,1,8/27/2024 11:28
483,713741,2726,5,1/17/2024 6:37
484,648333,185,2,4/23/2024 19:41
485,847040,1404,4,8/15/2024 17:28
486,768193,1256,1,6/16/2024 7:19
487,610441,4677,2,11/5/2024 20:21
488,734705,4540,3,10/15/2024 16:36
489,925821,2848,2,3/19/2024 6:58
490,454778,2502,2,8/22/2024 8:45
491,136924,266,3,4/22/2024 23:32
492,798066,4026,4,3/5/2024 14:01
493,570195,3325,3,9/19/2024 22:54
494,476700,4294,2,11/23/2024 21:48
495,866431,3214,4,5/30/2024 23:08
496,275231,2266,4,11/27/2024 13:35
497,93938,1433,1,4/7/2024 5:11
498,850277,3115,5,6/7/2024 22:34
499,186385,68,3,6/23/2024 5:42
